n_qubits,n_layers,family,sre_mean,sre_std,sre_min,sre_max
4,52,clifford,2.238436237970988,0.1660761905287692,1.8631796836853027,2.4170117378234863
4,52,haar,2.268140411376953,0.08163926779575514,2.132707118988037,2.3841209411621094
4,52,quansistor,2.230688953399658,0.12354536628990502,2.023473024368286,2.434406280517578
4,52,random,2.2284804344177247,0.18946442678845496,1.628493070602417,2.394822359085083
4,54,clifford,2.272792355219523,0.13609391651258537,1.9965629577636719,2.4575836658477783
4,54,haar,2.2718831141789755,0.11941071309389416,1.9967933893203735,2.480433464050293
4,54,quansistor,2.2505202690760293,0.15376151081056127,1.7693346738815308,2.410374641418457
4,54,random,2.2682770093282065,0.07839686664535409,2.1594154834747314,2.4103312492370605
4,56,clifford,2.2006035010019938,0.20060598571949587,1.9118469953536987,2.454068422317505
4,56,haar,2.2769380887349446,0.1194357326396588,2.031386613845825,2.4782588481903076
4,56,quansistor,2.278061787287394,0.09448175825388139,2.077714681625366,2.4066591262817383
4,56,random,2.2742810249328613,0.04053672272089962,2.201120138168335,2.33598256111145
4,58,clifford,2.2471254189809162,0.11711438775701317,2.0117385387420654,2.429802656173706
4,58,haar,2.3177935123443603,0.07440505014289495,2.220862627029419,2.510106086730957
4,58,quansistor,2.2651534557342528,0.07672689681417035,2.122265100479126,2.390310764312744
4,58,random,2.1118810812632245,0.17684986576407563,1.7022825479507446,2.315042495727539
4,60,clifford,2.281497001647949,0.08773479903229292,2.062587022781372,2.4145989418029785
4,60,haar,2.3059290568033854,0.08266803176772373,2.165442943572998,2.4448957443237305
4,60,quansistor,2.2795722246170045,0.13407847779172066,1.9916476011276245,2.5273914337158203
4,60,random,2.2417262395222983,0.0826703281367713,2.1246418952941895,2.4266653060913086
4,62,clifford,2.265313196182251,0.09501073666712173,2.1014785766601562,2.4241654872894287
4,62,haar,2.1885910669962567,0.09190104460288558,2.0152318477630615,2.3290319442749023
4,62,quansistor,2.2603585879007975,0.08732194326493756,2.125757932662964,2.364980936050415
